id,title,abstract,"Normal paper? (e.g., not a survey paper, report or proposal)",Using near-infrared?,Mobile?,"Technical? (e.g., not a fundamental study or use a product only)","Involving apparatus? (e.g., not a chip or filter design, or a dataset)",Included?,doi,Remarks,pdf,url,filename,request needed?,Excluded?
21,Application and development of phototherapy for metabolic associated disease,"Phototherapy is beneficial in the treatment of many diseases, especially non-invasive phototherapy, because it directly irradiates the target tissue without irreversible damage. Phototherapy produces benign biological stimulation, responses, and photochemical effects that regulate a variety of bodily functions, such as blood function, nerve impulse transmission, enzyme activity, metabolism, and immunity. With the aging of the population and changes in lifestyle, the incidence of metabolism-related diseases is increasing. At present, the wavelengths used for the treatment of metabolism-related diseases in LLLT are divided into three wavelengths: red, near-infrared and ultraviolet. The most commonly used light source is a laser. However, with the development of third generation semiconductor materials and semiconductor lighting technology, a new light source, the light emitting diode (LED), has emerged. LEDs cover almost the full spectrum of wavelengths, which opens up the possibility of using phototherapy for different diseases. In summary, low light therapy is a promising method for the treatment of metabolism-related diseases. The development of safe, effective, low-cost, portable/wearable non-invasive phototherapy equipment is an important future direction for the application of low light therapy to the treatment of metabolism-related diseases. \textcopyright{} 2022 SPIE.",,,,,,TRUE,10.1117/12.2642271,,,https://doi.org/10.1117/12.2642271,10.1117__12.2642271,,FALSE
22,Application of Nonlinear Correction Algorithm in Near Infrared Spectra Analysis during On-site Quick Detection,"Performance of portable near-infrared spectrometers is easily affected by various factors such as on-site environment, which results in a certain deviation in the on-site predicted results. Partially least square regression (PLSR), as a multiple linear regression method, has been widely used for the analysis of near-infrared (NIR) spectroscopy. However, due to the nonlinear characteristics of the relationship between spectral data and dependent variables, PLSR can easily lead to model errors. Stability and predictability decreased when PLSR is applied in on-site quick detection. How to reduce the errors caused by various environmental factors in the use of portable near-infrared spectrometers is a key issue in promoting the wide application of rapid detection technology based on near-infrared spectral analysis. In this study, the absorption spectra data of glucose solutions of different concentrations are collected by a portable near-infrared spectrometer. Several nonlinear correction algorithms are applied to study the effect of environmental interference during the measurement process. Firstly, the collected spectra data is preprocessed. Secondly, the data is modeled by nonlinear correction algorithms such as optimized artificial neural network (ANN), support vector regression (SVR), and random forest (RF). The impact of different models is compared with to the results using PLSR. It is found that compared with the PLSR linear method, the ANN, SVR and RF nonlinear correction algorithm can eliminate the interference of environmental factors in different degrees. Therefore, ANN, SVR and RF algorithm can improve the prediction accuracy of the model. This study shows that the use of nonlinear correction algorithm for data modeling of portable near-infrared spectrometers can effectively improve the predictive performance of the model. \textcopyright{} 2022 SPIE.",,,,,,TRUE,10.1117/12.2638467,,,https://doi.org/10.1117/12.2638467,10.1117__12.2638467,,FALSE
23,Approaches to the Determination of the Growing Location of Mossy Pine Forests Based on the Spectral Characteristics of Ecologically Dependent Wood Components,"In the article, the wood of mossy pine forests (Pinetum pleuroziosum) from different areas of Belarus was investigated by spectroscopy in the near infrared region. NIR spectra were recorded using a portable NIR spectrometer MicroNIR OnSite with a diode array detector. The conditions for sample preparation have been optimized and methods have been developed for correcting scattering taking into account the specifics of the samples under study. As a result of experimental studies, 6 homogeneous regions were identified, which are characterized by similar spectral variations. According to known methods, the content of the main biopolymers in the wood of each zone, which may be sensitive to the effect of environmental gradients, was determined. It was found that the differentiation of forest stands is due to the different content of lignin, cellulose and hemicellulose in the wood. The holocellulose content remains unchanged. The research carried out is innovative and can find application in forensic science in solving expert tasks related to determining the location of a tree. \textcopyright{} 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",,,,,,TRUE,10.1007/978-3-030-96641-6\_11,,,https://doi.org/10.1007/978-3-030-96641-6\_11,10.1007__978-3-030-96641-6\_11,,FALSE
26,Assessment of energy content of industrial woodchip based on prediction models of moisture content using portable NIR spectrophotometer,"According to the fundamental transition to renewable resources, the UE is investing many efforts in terms of economic policy and political approach to minimize environmental impact and ensure energy provision. In Italy the bioenergy sector represents an important contributor to the energy production from renewable resources with the promotion of low-carbon economy, so primary solid biofuels are considered the main competitor to the total share of electricity generation worldwide. Woodchip plays a fundamental role in the present political and economic background, considering as a good candidate for the transition from fossil to renewable fuels, because widely available and distributed as a natural resource. Woodchip presents a high inherent variability of properties, derived from different conditions and its variability influences its technical and energetic properties. For this reason, the requirement of quality characterization could be considered a necessary step to price setting and combustion management and efficiency. Near Infrared (NIR) spectroscopy is considered a reliable alternative method compared to the standard laboratory analysis because provide real time results in a rapid and cost-effective approach. Coupled with chemometrics to extract useful information from spectral data, it allows the development of prediction and/or classification models. The aim of this study is the evaluation of the energy content (GCV) of industrial woodchip samples based on moisture content (MC) values predicted from PLS regression models implemented in a portable NIR spectrophotometer (MicroNIR, Viavi Solution). After the use of 800 woodchip samples as test set to assess prediction models performances, the best one, according to MC prediction, is used to GCV indirect estimation on 193 new woodchip samples. The results highlight the possibility to use NIR spectroscopy for assessing the indirect estimation of energy content of woodchip, turning out to be an advantage for sector operators, preventing time-consuming lab analysis. Furthermore, provides the possibility to be applied on-site and for real time quality control. Portable instruments could foster continuous control, becoming a monitoring tool along biomass conveyor points. In this way, significant advantages in terms of logistic optimization could be reached.",,,,,,TRUE,10.1109/MetroAgriFor55389.2022.9964732,,,https://doi.org/10.1109/MetroAgriFor55389.2022.9964732,10.1109__MetroAgriFor55389.2022.9964732,,FALSE
27,Automatic Cognitive Fatigue Detection Using Wearable fNIRS and Machine Learning,"Wearable sensors have increasingly been applied in healthcare to generate data and monitor patients unobtrusively. Their application for Brain–Computer Interfaces (BCI) allows for unobtrusively monitoring one's cognitive state over time. A particular state relevant in multiple domains is cognitive fatigue, which may impact performance and attention, among other capabilities. The monitoring of this state will be applied in real learning settings to detect and advise on effective break periods. In this study, two functional near-infrared spectroscopy (fNIRS) wearable devices were employed to build a BCI to automatically detect the state of cognitive fatigue using machine learning algorithms. An experimental procedure was developed to effectively induce cognitive fatigue that included a close-to-real digital lesson and two standard cognitive tasks: Corsi-Block task and a concentration task. Machine learning models were user-tuned to account for the individual dynamics of each participant, reaching classification accuracy scores of around 70.91 \pm{} 13.67\%. We concluded that, although effective for some subjects, the methodology needs to be individually validated before being applied. Moreover, time on task was not a particularly determining factor for classification, i.e., to induce cognitive fatigue. Further research will include other physiological signals and human–computer interaction variables. \textcopyright{} 2022 by the authors. Licensee MDPI, Basel, Switzerland.",,,,,,TRUE,10.3390/s22114010,,,https://doi.org/10.3390/s22114010,10.3390__s22114010,,FALSE
28,Bionic for training: Smart framework design for multisensor mechatronic platform validation,"Home monitoring supports the continuous improvement of the therapy by sharing data with healthcare professionals. It is required when life-threatening events can still occur after hospital discharge such as neonatal apnea. However, multiple sources of external noise could affect data quality and/or increase the misdetection rate. In this study, we developed a mechatronic platform for sensor characterizations and a framework to manage data in the context of neonatal apnea. The platform can simulate the movement of the abdomen in different plausible newborn positions by merging data acquired simultaneously from three-axis accelerometers and infrared sensors. We simulated nine apnea conditions combining three different linear displacements and body postures in the presence of self-generated external noise, showing how it is possible to reduce errors near to zero in phenomena detection. Finally, the development of a smart 8Ws-based software and a customizable mobile application were proposed to facilitate data management and interpretation, classifying the alerts to guarantee the correct information sharing without specialized skills. \textcopyright{} 2021 by the authors. Licensee MDPI, Basel, Switzerland.",,,,,,TRUE,10.3390/s22010249,,,https://doi.org/10.3390/s22010249,10.3390__s22010249,,FALSE
29,Can Variability of Brain Activity serve as a Metric for Assessing Human Performance during UAS Dual-Task Training,"Functional near infrared spectroscopy (fNIRS) is an emerging mobile neuroimaging technology that monitors brain function through measures of cerebral hemodynamics, i.e., concentration of oxyhemoglobin (HbO) and deoxyhemoglobin (HbR). fNIRS measures are strongly associated with changes in cognitive effort and offer the ability to assess learning of complex tasks in realistic settings. However, much of this research has focused on investigating the effect of task load changes and training on average brain activity. Increasing empirical evidence has demonstrated that variability of brain activity changes can provide further understanding of cognitive effort and workload. However, there is limited research on evaluation of variability as a feature in fNIRS-related human factors studies, especially within the context of dual-task training. Therefore, this study aimed on evaluating variability of fNIRS measures during simulation-based training of a dual Unmanned Aerial System (UAS) operator task. fNIRS data was collected from 13 young adults who participated in five sessions of testing consisting of skill acquisition (three easy) and transfer (two hard) phases. Standard deviation (SD) and root mean squared successive differences (rMSSD) were used to represent variability. Firstly, variability increased within easy and hard sessions and decreased while transitioning from easy to hard sessions. Secondly, these changes were not only larger in magnitude, but were exactly opposite of those reported from average measures. Thirdly, variability was largest in left dorsolateral PFC (LDLPFC) and right anterior medial PFC (RAMPFC), which are the regions that are expected to have UAS task-evoked activity. Lastly, variability features did not differ between LDLPFC and RAMPFC, even though average did. In conclusion, these findings suggest that variability of fNIRS measures are not only sensitive to skill acquisition, practice, task load, transfer, and subject-specific differences in learning during UAS task training but offer complimentary information to that of typically reported average fNIRS measures. \textcopyright{} 2022 IEEE.",,,,,,TRUE,10.1109/ICHMS56717.2022.9980752,,,https://doi.org/10.1109/ICHMS56717.2022.9980752,10.1109__ICHMS56717.2022.9980752,,FALSE
30,Dehydration as a Tool to improve predictability of sugarcane juice carbohydrates using near-infrared spectroscopy based PLS models,"The aim of this work was to study dehydration as a way to improve the prediction of sucrose, glucose, and fructose in sugarcane juice using near-infrared (NIR) spectroscopy and partial least squares (PLS) regression models. The temperature, time, and sample volume involved in the dehydration process were optimized using design of experiments. Six different sample supports were assessed, being the thick couche paper the best support. NIR spectra from liquid (LSJ) and dehydrated sugarcane juice (DSJ) were obtained. Sucrose, glucose, and fructose in LSJ were analyzed using high-performance liquid chromatography with an evaporative light scattering detector (HPLC-ELSD). Sucrose, glucose, and fructose ranged from 99.29 to 249.27 ​mg/mL, 5.96–14.94 ​mg/mL and 3.99–16.10 ​mg/mL. PLS models were built using the sugars content and NIR spectra collected from a benchtop and a portable instrument. Ordered predictors selection (OPS) was applied to select the most informative variable. The results indicated better predictions for all sugars using the DSJ for both instruments, being the benchtop statistically better than the portable instrument. On the benchtop instrument, the PLS-OPS models presented root mean square error of prediction (RMSEP) respectively for sucrose, glucose, and fructose 7.98, 0.82, and 1.00 ​mg/mL using the DSJ against 12.75, 1.00, and 1.35 ​mg/mL using the LSJ. For the portable instrument, the RMSEP were respectively 15.90, 1.18, and 1.65 ​mg/mL using DSJ against 23.23, 1.40, and 2.08 ​mg/mL using LSJ. To sum up, the dehydration approach showed to be a great technique to improve the predictability of PLS-OPS models for sugarcane juice sugars using NIR spectra by removing the water and concentrating the analytes. \textcopyright{} 2021 Elsevier B.V.",,,,,,TRUE,10.1016/j.chemolab.2021.104459,,,https://doi.org/10.1016/j.chemolab.2021.104459,10.1016__j.chemolab.2021.104459,,FALSE
33,Design of Multichannel Portable for Functional Near-Infrared Spectroscopy / Electroencephalography Hybrid System,"Dementia is one of many brain diseases that keep growing each year. Repetitive brain assessment is needed to help doctors or/and physicians diagnose dementia. Several studies showed fNIRS and EEG gave biomarkers on the early stages of dementia. Recording both signals simultaneously give more pattern to help assess and diagnose. We developed a hybrid fNIRS-EEG portable device focused on the prefrontal cortex region with 64 fNIRS channels and 4 EEG channels. A dual-core ESP32 wrover IE with built-in WiFi is paired with ADC ADS1299 to collect both optical signals and neuro-signal simultaneously. The system is powered by 3.7 volts lithium polymer and communicates with integrated WiFi. The system has 30 Hz of fNIRS frequency sampling and 1000 Hz of EEG frequency sampling. The phantom experiment was conducted, the system has the capability to captured both optical and neuro-data simultaneously. There was no electrical difference since phantom didn't have any electrical produced by brain activity. Future study in vivo is needed to validate the proposed system.",,,,,,TRUE,10.23919/ASCC56756.2022.9828246,,,https://doi.org/10.23919/ASCC56756.2022.9828246,10.23919__ASCC56756.2022.9828246,,FALSE
34,Detection and Tracking of Search and Rescue Personnel under Hindered Light Conditions Using Hyperspectral Imaging,"In the past two decades, advances in cost-effective fabrication techniques, miniature systems, intrinsic detectors and computing technology transformed hyperspectral imaging (HSI) from a bench-top scientific curiosity to a discipline with operational and fielded systems. Despite these advancements, there are still limitations such as degraded visual environment (DVE) conditions that reduce the visibility within a scene impacting HSI negatively. These conditions can be rain, haze or smoke and adversely affect the performance of the sensors by reducing their range of effectiveness in terms of detection, identification, and recognition. Additionally, benchmark detectors and classification techniques are mainly conducted on a pixel-wise basis which has proven to be a solid and effective technique but often isn't optimized for real-time detection of people or objects. This paper proposes a two-stage neural-net-based detector for real-time detection and tracking of firefighters subjected to DVEs using hyperspectral near-infrared (NIR) images. The proposed method first exploits the spatial features through object detection and then analyzes the extracted regions using a spectral-spatial pixel-wise algorithm to validate the presence of firefighters. The robustness of the proposed architecture is successfully demonstrated using various realistic scenarios. \textcopyright{} 2022 IEEE.",,,,,,TRUE,10.1109/WHISPERS56178.2022.9955101,,,https://doi.org/10.1109/WHISPERS56178.2022.9955101,10.1109__WHISPERS56178.2022.9955101,,FALSE
